loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defectd
213,24,0.49,5.6,5,101,8,4,0.9,62,14,8,163,48,46,334,29,39,101,43,13,0
894,24,0.43,5.4,5,107,10,2,0.9,117,14,5,312,29,26,228,21,29,92,55,5,0
395,23,0.22,5.8,3,101,6,2,0.9,45,11,5,150,12,76,367,35,43,117,98,15,0
343,40,0.49,3,6,85,9,3,0.5,69,8,9,125,30,32,167,21,34,132,76,17,0
408,24,0.48,4.7,3,76,5,5,0.9,57,7,9,252,24,49,141,28,56,100,50,11,0
224,43,0.3,2.7,2,110,4,4,0.5,50,8,7,258,46,52,369,20,43,86,55,16,0
148,47,0.18,5.8,5,112,5,4,0.9,124,13,9,103,45,72,363,27,26,144,43,18,0
344,45,0.26,3,2,105,9,4,0.7,95,11,10,177,37,88,218,34,42,122,53,9,0
529,39,0.15,4.1,4,117,9,3,0.8,82,11,9,382,31,42,124,18,27,135,64,7,0
754,39,0.18,2.8,4,96,10,4,1,55,9,6,301,32,62,251,26,27,112,51,12,0
912,31,0.11,3.3,6,67,6,4,0.9,145,7,7,337,31,86,212,32,26,104,84,20,0
737,15,0.27,5.9,2,81,9,2,0.9,80,14,6,93,17,27,489,26,48,84,45,13,0
568,30,0.24,5.6,6,111,9,5,0.8,86,12,10,143,10,34,161,24,29,139,97,19,0
164,22,0.44,2.4,4,118,9,5,0.6,94,15,10,115,35,96,338,23,25,69,97,6,0
213,37,0.37,3.8,2,32,7,4,0.8,121,9,8,289,16,59,367,15,44,98,93,5,0
956,36,0.28,4.2,3,87,6,5,0.6,148,15,10,364,14,29,321,35,52,97,57,6,0
611,23,0.38,5.6,3,67,4,3,0.9,98,7,9,155,37,73,179,33,32,139,79,13,0
711,38,0.34,2,2,73,8,5,0.6,70,7,10,118,25,69,106,29,36,100,45,11,0
648,38,0.3,2,2,83,7,4,0.6,134,9,5,356,45,77,318,30,44,71,76,17,0
116,45,0.18,3.9,5,50,6,4,0.5,64,9,10,312,46,81,293,33,42,67,69,10,0
747,11,0.32,5.1,6,115,7,2,0.7,96,6,5,210,28,42,155,35,60,116,66,9,0
627,33,0.23,5.7,5,70,6,3,0.7,88,12,9,98,27,25,450,23,30,96,100,6,0
688,18,0.5,3.9,2,116,4,5,0.6,49,10,6,279,47,67,494,34,53,82,68,5,0
347,46,0.42,3.9,4,78,10,3,1,46,8,5,211,29,100,458,18,32,95,99,17,0
835,18,0.41,4.9,5,111,7,5,0.8,98,14,5,371,17,95,185,35,52,147,50,16,0
247,29,0.34,2,5,89,5,4,0.9,57,11,5,159,25,44,297,17,55,118,90,8,0
398,10,0.16,3.7,5,30,8,5,0.7,141,12,8,166,10,86,384,28,39,70,84,19,0
539,41,0.42,4.7,5,56,7,3,0.7,96,12,7,100,21,23,499,20,35,104,69,10,0
101,32,0.48,3.7,5,50,5,2,0.7,99,10,6,311,28,36,154,16,29,123,96,15,0
729,31,0.47,5.9,2,87,8,3,1,124,8,8,207,48,24,142,23,49,146,89,18,0
461,24,0.44,2.9,6,42,9,2,0.6,133,11,5,271,23,81,199,35,55,117,97,6,0
346,36,0.46,3.9,3,98,7,4,0.9,111,7,7,269,39,69,348,28,58,73,86,20,0
684,37,0.27,2.6,7,111,4,3,0.9,131,6,6,281,18,31,316,35,40,133,48,9,0
526,35,0.16,4.4,7,94,9,2,0.9,129,5,6,145,37,60,465,21,33,74,75,10,0
291,44,0.24,2,6,87,7,5,0.9,102,7,8,99,16,68,336,24,39,99,61,10,0
780,29,0.13,3.7,6,75,6,2,0.6,133,12,8,147,21,32,220,34,38,110,42,18,0
784,30,0.2,3.9,6,96,7,4,0.9,93,8,9,144,45,30,160,30,54,104,41,5,0
187,47,0.16,5.4,3,87,6,3,0.6,120,10,5,379,43,80,442,25,38,148,42,18,0
636,11,0.44,4.5,2,72,7,3,0.8,82,13,10,208,18,68,327,16,60,140,92,17,0
469,46,0.11,2.7,3,36,7,4,0.6,122,6,6,375,20,64,425,16,32,72,64,16,0
169,12,0.12,2.4,2,104,8,4,0.6,134,5,8,224,40,52,403,29,25,78,48,10,0
638,18,0.21,2.6,3,100,8,5,0.7,117,12,6,269,30,75,199,17,27,65,93,8,0
657,19,0.27,3.1,6,34,10,2,0.7,102,14,8,129,23,46,459,18,45,90,67,7,0
619,31,0.14,4.1,5,115,10,2,0.8,70,5,7,179,20,21,200,20,56,125,50,5,0
905,46,0.49,4.1,4,46,4,5,1,59,7,7,116,36,54,259,25,54,120,69,13,0
619,50,0.35,4.2,5,34,7,2,0.8,77,9,6,386,20,58,497,26,54,144,41,20,0
667,48,0.11,4.6,4,92,4,3,0.6,93,12,6,357,35,84,472,18,32,76,47,9,0
120,48,0.13,2.4,2,73,8,3,0.6,43,10,6,376,14,44,500,19,59,105,51,12,0
499,46,0.15,3.6,4,114,5,5,0.6,87,11,8,220,21,91,429,16,47,79,87,19,0
994,35,0.28,4.3,6,46,9,2,0.6,124,12,9,349,12,55,419,23,49,129,56,19,0
581,34,0.29,2.2,6,35,6,2,0.5,100,15,9,238,30,83,274,33,42,111,89,12,0
144,23,0.29,5.5,3,62,6,4,0.9,136,5,7,326,37,23,118,35,28,103,63,16,0
750,35,0.47,4.7,3,81,5,4,0.9,137,12,7,101,47,28,199,34,53,86,73,20,0
496,14,0.11,3.5,7,104,6,2,0.9,44,15,8,320,13,33,424,26,39,102,89,13,0
482,44,0.4,3.2,2,36,4,5,0.6,84,12,7,113,38,63,352,28,50,148,100,11,0
359,34,0.21,3.3,3,89,4,2,0.9,42,5,10,333,35,53,285,24,52,98,62,15,0
865,22,0.19,3.6,5,66,8,2,0.8,57,7,9,203,29,86,229,35,48,69,71,16,0
116,40,0.41,4.5,2,56,4,3,0.6,128,6,6,89,39,95,330,16,45,124,84,17,0
465,16,0.32,3.9,5,104,8,5,0.6,51,9,8,173,34,22,323,16,42,125,51,11,0
907,31,0.43,2.4,5,32,6,4,1,52,12,6,123,38,100,387,26,35,113,62,16,0
169,46,0.33,4.5,5,110,6,5,0.6,116,9,8,262,18,88,268,16,47,74,60,18,0
453,38,0.38,3.6,6,81,6,2,0.8,57,10,8,286,50,90,420,30,55,142,92,12,0
346,50,0.38,3.3,5,63,6,5,0.5,82,10,10,95,20,32,394,16,59,146,85,16,0
850,29,0.38,5.6,2,98,4,5,0.6,41,5,8,133,29,62,108,19,30,114,59,7,0
772,15,0.33,5,6,62,8,4,0.5,132,6,6,184,32,62,152,16,31,72,98,20,0
743,20,0.23,4.4,7,91,9,2,0.7,139,15,5,380,29,77,243,20,29,110,68,6,0
206,16,0.37,2.1,3,93,5,3,0.7,87,9,10,382,43,90,383,19,60,140,72,17,0
890,45,0.38,5.1,4,54,6,2,0.8,105,13,6,210,29,27,250,25,54,115,75,6,0
695,21,0.23,3,6,108,4,3,1,145,15,6,321,35,27,280,19,42,79,55,8,0
852,12,0.17,5.2,5,51,6,5,0.8,124,7,8,287,37,44,191,24,51,124,96,18,0
874,48,0.2,2.1,7,35,5,5,0.7,138,8,5,253,22,44,158,21,36,143,74,16,0
440,41,0.34,4.3,3,49,8,2,0.5,67,9,6,392,11,59,322,21,51,77,82,9,0
236,11,0.12,4.8,5,68,7,4,0.6,90,15,5,340,44,39,321,32,54,105,49,15,0
145,21,0.34,3.9,4,110,5,3,0.7,131,12,8,222,29,87,154,20,25,77,40,9,0
460,22,0.36,2.1,4,62,6,5,0.9,106,14,7,259,42,23,165,30,29,64,55,14,0
659,14,0.34,3.2,5,64,8,4,0.6,150,14,5,315,24,58,469,20,43,118,88,6,0
446,34,0.3,3.3,2,31,6,2,0.7,61,8,9,285,12,75,441,15,34,116,79,8,0
933,28,0.47,4.6,3,117,4,4,0.7,82,6,8,162,15,67,193,30,25,68,99,16,0
758,23,0.41,2.5,5,91,4,3,0.8,138,13,7,114,22,91,208,20,34,89,85,20,0
279,24,0.31,5.8,4,60,7,4,0.7,48,9,7,400,19,68,164,23,31,139,46,5,0
950,28,0.3,3.8,6,111,10,3,0.9,98,10,5,102,15,54,309,18,51,113,85,15,0
897,43,0.19,2.2,5,42,10,5,1,138,15,8,241,27,22,375,32,25,107,90,7,0
801,14,0.13,4.2,5,103,4,2,0.9,46,12,6,161,19,97,480,27,50,105,64,13,0
575,39,0.29,4.9,4,91,9,3,0.6,121,10,9,95,22,53,354,22,36,92,59,5,0
812,13,0.28,3.5,7,40,7,5,0.7,58,9,9,301,25,27,384,22,33,125,96,19,0
590,33,0.15,4.3,4,99,4,5,0.8,75,8,10,354,26,60,499,34,44,129,90,13,0
746,43,0.27,2.8,2,113,10,3,1,123,6,6,141,31,41,307,17,26,116,53,18,0
286,10,0.34,6,7,109,9,3,0.9,144,12,10,86,25,43,451,20,25,99,88,6,0
930,20,0.4,2.6,7,116,9,2,0.5,85,5,5,294,41,38,166,21,53,96,56,7,0
238,30,0.14,3.6,4,30,7,2,0.6,123,11,7,381,33,57,177,32,39,126,60,8,0
164,36,0.46,5.8,4,45,6,4,0.8,132,12,5,295,10,70,130,34,31,68,86,8,0
833,35,0.48,3.8,3,38,8,2,0.7,87,13,10,132,19,43,320,23,37,112,98,13,0
894,20,0.16,2.7,5,53,4,4,0.7,123,8,8,179,16,88,161,32,56,107,51,8,0
568,17,0.29,5.8,4,37,6,3,0.9,147,11,10,361,49,86,259,34,42,95,40,16,0
137,18,0.48,5.7,3,55,6,3,0.6,141,12,8,306,10,73,132,18,58,84,50,9,0
400,44,0.29,2.3,4,80,6,5,0.7,58,11,5,204,25,37,204,26,56,77,86,13,0
306,36,0.33,3,5,92,5,4,0.6,88,5,9,226,19,61,145,15,31,143,77,18,0
144,40,0.2,5.6,7,53,5,4,0.6,98,15,9,195,26,42,316,19,59,141,99,7,0
910,14,0.43,4.9,4,108,7,2,0.6,72,11,9,245,26,70,254,18,53,125,40,19,0
304,34,0.4,5.1,4,117,9,2,0.7,95,14,8,325,16,80,194,33,50,68,56,5,0
142,23,0.27,3.4,7,113,6,4,0.6,112,11,7,119,25,64,184,18,34,141,88,10,0
423,18,0.18,2.7,6,39,10,3,0.6,127,13,9,127,24,46,116,26,51,134,75,6,0
417,23,0.38,5.2,6,80,5,3,0.6,148,12,7,90,19,59,314,32,53,115,85,8,0
627,29,0.31,2.6,3,109,4,3,1,70,14,7,144,50,98,416,15,42,129,71,20,0
507,37,0.34,2.5,4,110,4,2,0.7,76,14,10,197,21,27,138,25,59,94,99,20,0
934,40,0.22,4.3,3,62,10,2,1,78,7,6,239,26,84,351,34,49,67,51,18,0
656,20,0.33,5.7,7,46,6,5,0.8,64,13,6,304,30,70,152,27,37,81,83,12,0
584,48,0.15,2.1,5,85,7,4,1,62,11,5,314,40,24,159,15,54,116,57,10,0
359,46,0.34,4.8,7,40,8,5,0.9,136,8,9,105,40,29,111,17,30,90,94,12,0
137,29,0.42,3.8,6,111,4,3,0.7,56,5,5,223,45,51,322,35,45,146,89,12,0
871,47,0.13,5.2,6,80,6,3,0.5,60,13,5,320,23,82,204,26,28,128,56,16,0
762,22,0.43,4.1,2,83,7,3,0.6,110,7,7,149,23,58,123,33,39,113,66,5,0
295,42,0.21,2.6,7,114,9,4,0.6,64,10,5,372,41,41,229,22,35,85,71,20,0
392,39,0.45,5.4,2,83,4,5,0.6,97,8,10,105,47,91,492,25,57,128,71,14,0
465,27,0.44,4.4,6,65,7,2,0.6,146,15,10,163,25,76,484,30,50,69,71,5,0
982,22,0.48,2.8,4,91,9,3,1,61,14,8,178,40,26,488,27,33,148,44,19,0
899,10,0.16,6,2,38,6,4,0.7,145,5,6,345,10,31,101,34,33,93,85,13,0
148,19,0.19,4.2,2,33,4,3,0.9,49,5,5,357,44,31,351,24,44,133,84,9,0
986,38,0.12,5,2,92,6,2,0.9,65,10,9,129,35,87,409,22,52,75,61,12,0
771,14,0.28,5.3,4,118,7,2,0.6,41,9,5,190,22,99,310,32,31,71,76,14,0
439,35,0.46,2.8,7,103,5,4,0.9,63,8,10,370,42,94,215,26,53,77,90,11,0
379,48,0.44,5.4,5,58,5,5,0.8,126,6,10,190,19,77,360,28,32,107,72,7,0
227,25,0.14,4.6,5,74,7,4,0.7,103,11,10,308,47,33,267,18,38,103,65,6,0
918,43,0.26,2,3,53,7,5,0.6,66,15,9,148,44,92,386,32,57,71,95,18,0
476,31,0.44,3.4,3,86,8,5,0.8,63,12,10,369,44,23,225,15,48,118,72,19,0
547,46,0.36,3,6,73,6,4,1,56,5,8,387,32,76,374,28,53,144,100,13,0
509,41,0.36,5.2,4,83,4,5,0.6,140,9,7,358,18,32,411,18,54,147,79,19,0
861,39,0.35,5.4,2,76,9,3,1,43,5,8,139,28,94,386,35,41,139,80,17,0
550,39,0.36,3.9,4,47,8,3,0.5,78,9,10,365,46,75,225,29,27,133,72,6,0
495,46,0.2,3.4,5,119,4,4,0.6,78,14,9,331,35,93,196,21,34,96,42,12,0
447,12,0.44,3,5,120,5,2,0.7,110,7,6,281,39,32,205,22,54,129,78,9,0
291,15,0.46,4.3,4,33,6,4,0.8,76,7,6,207,21,55,251,16,30,121,56,17,0
608,28,0.32,5.1,7,99,4,2,0.7,41,7,8,165,15,25,152,29,36,140,70,10,0
808,39,0.49,4.8,5,61,9,4,0.7,122,9,8,156,15,91,440,19,56,93,54,17,0
609,32,0.13,2.5,5,43,7,5,0.9,43,5,5,131,16,53,385,16,35,136,84,6,0
476,29,0.25,5.5,2,117,8,2,0.8,41,15,7,105,22,51,326,28,37,88,69,13,0
916,35,0.38,4.9,7,54,4,5,0.9,74,11,7,348,21,69,289,30,29,100,87,9,0
631,49,0.35,3.2,4,31,4,3,0.5,85,11,10,124,10,57,108,15,25,120,67,11,0
373,21,0.31,5.6,2,113,8,2,0.8,67,11,8,222,45,63,246,33,45,141,46,18,0
920,36,0.3,5.1,7,30,4,3,1,78,5,9,214,16,61,210,29,47,101,98,10,0
184,25,0.5,2.6,5,39,7,4,0.5,76,11,9,102,30,21,278,26,47,113,86,15,0
844,21,0.33,4.2,6,79,4,3,0.9,75,9,8,384,26,77,343,24,59,67,92,7,0
534,49,0.46,2.8,2,40,8,3,1,90,5,8,189,19,47,159,17,42,104,48,10,0
180,37,0.46,4.3,6,111,6,2,0.8,144,11,6,91,35,40,256,19,37,129,69,18,0
540,39,0.13,3.5,6,97,7,5,0.7,63,9,7,291,47,99,101,20,59,80,71,20,0
716,34,0.28,5.8,3,58,9,3,0.5,145,11,9,371,32,86,161,21,59,67,41,12,0
942,21,0.11,4.3,6,52,4,4,1,61,7,8,219,11,35,340,15,26,82,60,14,0
284,46,0.43,3.9,7,41,9,5,1,103,12,7,359,10,84,219,21,60,68,50,17,0
658,16,0.3,4.3,3,72,6,5,1,132,13,7,168,14,77,158,34,47,132,81,15,0
400,35,0.34,5.7,2,50,6,2,0.5,142,13,8,327,49,57,115,24,31,136,78,6,0
428,12,0.22,3.4,6,102,4,5,0.8,117,11,10,146,37,30,325,28,41,101,88,7,0
205,25,0.36,5,3,35,6,4,0.7,147,11,6,121,42,78,209,16,36,69,71,19,0
181,20,0.11,4.4,4,37,8,2,1,57,8,6,210,29,47,118,29,38,147,55,8,0
435,27,0.43,2.4,5,93,6,3,0.9,104,13,6,339,37,35,239,27,51,76,92,7,0
776,50,0.13,5.7,4,67,4,4,0.6,49,5,5,226,44,36,489,21,54,117,66,5,0
402,44,0.32,2.3,7,38,6,3,0.9,103,5,6,278,40,79,150,23,26,132,49,10,0
413,28,0.26,3.9,2,79,8,2,0.7,59,8,5,203,24,58,464,35,46,77,53,17,0
556,14,0.2,2.1,3,78,10,2,0.8,101,8,9,229,38,49,254,26,31,84,77,18,0
717,23,0.31,2.1,5,119,9,4,0.8,62,6,7,283,31,93,323,34,31,116,92,15,0
834,41,0.16,3.6,4,64,9,5,0.7,75,8,9,169,37,84,409,26,31,105,56,14,0
536,36,0.15,3.8,6,56,6,4,0.6,138,12,6,310,15,34,167,25,34,66,42,7,0
270,45,0.48,2.2,5,34,6,2,0.8,71,10,9,323,36,25,454,32,30,107,54,12,0
806,17,0.45,4.3,2,100,8,5,0.9,65,13,9,126,45,26,410,29,52,125,66,20,0
554,33,0.31,2.3,3,78,10,3,0.6,73,12,8,210,17,59,410,19,48,107,72,20,0
459,14,0.39,3,7,33,5,5,0.7,99,13,5,160,29,27,167,15,29,98,86,19,0
557,16,0.19,5.7,4,67,8,3,1,97,5,7,259,22,54,230,17,26,71,88,11,0
143,42,0.49,3.5,7,48,7,4,0.6,61,12,8,234,50,24,250,18,27,70,53,10,0
844,30,0.49,3.3,7,101,10,2,0.6,127,12,8,277,39,99,463,21,47,94,73,14,0
990,36,0.25,5.9,4,114,5,5,0.6,42,11,8,204,32,81,449,16,60,91,81,18,0
461,38,0.47,3,5,60,7,5,0.7,73,12,9,198,26,47,107,25,42,75,64,6,0
729,20,0.32,5.2,3,42,8,4,0.9,150,12,5,106,39,32,148,19,34,85,100,8,0
545,26,0.12,5,7,80,4,4,0.6,108,15,6,333,27,26,300,35,44,102,98,13,0
381,23,0.11,4.5,3,92,10,2,1,141,10,5,144,10,28,424,24,28,99,59,13,0
754,42,0.32,4.4,3,47,7,3,0.8,130,13,6,321,17,32,342,24,45,79,50,17,0
910,12,0.27,2.8,6,57,5,3,1,73,8,7,188,29,54,229,16,32,119,52,7,0
158,39,0.23,3.8,6,46,8,5,1,76,6,8,113,13,90,488,29,47,115,42,8,0
176,11,0.37,4.2,3,68,7,3,0.8,70,8,10,148,33,86,156,27,35,95,46,17,0
787,14,0.43,2.5,3,78,7,2,0.7,145,15,6,255,18,59,189,24,46,101,62,15,0
752,50,0.17,4.2,4,62,9,2,0.9,102,15,6,301,31,41,169,28,52,62,76,7,0
515,39,0.18,5.1,6,65,4,4,0.9,89,15,6,371,26,53,238,32,52,118,52,9,0
472,34,0.33,3.6,4,90,10,2,0.6,143,6,5,279,24,69,467,33,45,73,78,14,0
625,31,0.22,3.9,3,44,10,3,0.5,58,7,6,277,19,94,382,19,44,97,48,9,0
920,35,0.26,4.7,4,34,8,3,0.7,121,14,6,128,35,25,323,27,27,71,63,5,0
867,22,0.41,5.4,4,78,4,3,1,110,12,8,226,24,29,243,19,57,147,50,7,0
795,35,0.37,2,5,36,8,2,0.6,144,13,9,280,33,45,113,32,27,94,46,5,0
263,12,0.47,3.1,2,80,6,3,0.9,59,10,5,390,13,27,411,16,55,138,91,9,0
131,10,0.3,3.2,4,37,5,3,0.7,83,10,9,262,49,46,226,17,53,91,69,16,0
246,26,0.3,5.8,2,85,8,2,1,126,7,5,280,21,99,402,35,49,79,60,14,0
969,17,0.43,4.6,4,88,8,3,0.7,87,14,5,136,37,44,233,25,50,103,74,16,0
722,18,0.21,4.9,4,112,4,3,0.6,113,11,9,211,23,47,168,25,34,125,60,10,0
794,30,0.17,4.3,7,60,7,5,0.5,117,9,9,164,35,60,271,27,52,118,47,9,0
900,39,0.37,4.9,5,92,10,2,0.5,79,13,9,280,47,45,141,23,36,83,43,8,0
548,41,0.32,4.7,6,88,8,4,1,142,15,8,292,13,58,342,27,56,111,49,7,0
135,39,0.3,4.7,7,97,6,4,0.5,111,14,10,111,25,31,245,17,37,113,90,7,0
229,14,0.29,2.9,3,98,8,2,0.8,76,15,5,240,34,42,213,23,38,106,42,10,0
168,15,0.4,2.3,5,109,5,3,0.7,111,8,6,197,45,25,180,35,35,105,81,13,0
341,45,0.33,5.1,3,51,10,5,1,60,14,7,176,13,81,127,30,47,112,89,15,0
897,25,0.5,5,6,39,7,2,0.6,135,13,7,370,39,52,249,25,48,136,69,13,0
760,38,0.47,2.2,6,62,9,5,0.7,141,13,7,167,40,34,340,25,40,93,40,12,0
475,18,0.29,2.9,2,45,5,3,0.7,103,15,9,84,34,32,313,31,49,130,83,9,0
470,40,0.35,3.1,7,99,5,4,0.8,84,11,10,186,25,44,199,23,53,60,89,19,0
492,27,0.21,5.2,3,45,9,3,0.7,113,6,5,192,11,36,240,25,54,141,89,19,0
680,20,0.34,5,3,35,4,2,0.9,89,6,10,82,24,86,278,34,50,92,54,8,0
133,20,0.19,4.9,4,37,10,5,1,86,8,8,88,21,54,265,32,56,79,100,7,0
719,11,0.15,3.8,7,88,8,3,1,87,14,8,386,41,40,338,22,26,92,51,15,0
257,48,0.46,5.6,7,50,8,5,0.7,116,10,6,352,17,89,203,35,40,138,66,18,0
795,16,0.14,5.9,3,107,4,3,0.6,110,10,9,384,43,73,378,33,30,79,91,20,0
560,21,0.33,5.6,5,33,7,4,0.7,103,9,10,354,26,52,329,30,26,134,91,8,0
479,28,0.14,3.1,2,94,4,4,0.8,95,8,6,394,23,37,245,31,60,134,95,9,0
480,17,0.27,5.5,5,114,10,2,0.6,138,9,7,185,44,26,166,19,51,107,68,7,0
554,44,0.3,2.5,2,62,6,3,1,120,5,7,381,25,20,448,34,31,77,54,9,0
881,35,0.32,2,7,90,9,4,0.9,135,10,6,287,19,94,159,35,27,66,98,12,0
178,20,0.2,4.2,6,109,7,2,0.9,137,9,8,138,39,65,345,35,41,65,69,9,0
687,14,0.3,5.6,7,98,6,5,0.8,126,15,7,249,32,36,493,16,57,90,92,15,0
240,10,0.37,5.4,7,35,6,3,0.7,137,15,6,328,10,99,284,31,51,124,61,17,0
642,27,0.42,4.3,5,43,6,4,0.5,113,6,7,239,38,68,130,35,57,68,61,9,0
475,19,0.32,4.8,3,113,4,4,0.6,72,11,9,228,12,97,120,27,29,121,86,6,0
507,38,0.19,5.9,7,42,5,5,0.9,53,15,8,194,45,37,278,24,55,125,73,18,0
421,32,0.39,4.9,7,88,4,5,0.7,70,7,9,214,36,23,438,34,47,62,71,20,0
765,21,0.24,2.9,6,37,9,3,0.6,43,10,10,144,11,71,315,32,59,144,77,6,0
385,23,0.41,2.5,7,74,4,2,0.6,40,10,7,362,28,94,376,25,52,104,80,6,0
355,12,0.28,2.4,5,80,7,5,0.5,104,13,10,350,28,37,401,16,33,136,75,19,0
216,44,0.42,3.4,6,64,9,2,0.9,142,5,8,128,20,80,314,15,49,140,77,9,0
126,23,0.42,2.1,5,89,4,3,0.7,137,13,10,143,49,61,304,34,44,140,56,5,0
853,38,0.37,3.4,7,111,6,5,0.7,127,6,9,341,39,50,427,22,57,61,88,14,0
290,13,0.26,3.2,4,116,6,5,0.8,141,12,10,237,35,53,351,27,33,72,76,17,0
611,50,0.22,3.9,5,84,9,3,0.9,144,13,6,284,10,91,167,29,26,103,72,12,0
630,43,0.12,3.8,5,72,9,4,0.6,96,11,9,172,23,34,424,18,27,129,85,5,0
496,16,0.34,5.1,7,99,4,5,0.8,51,14,9,379,26,46,426,21,28,78,70,18,0
675,34,0.27,4.3,3,110,9,5,0.9,46,12,5,338,37,58,453,16,34,119,64,9,0
220,29,0.36,5.8,3,77,8,4,0.7,94,12,7,169,16,21,259,27,35,124,71,20,0
368,38,0.43,5.3,7,88,8,5,0.7,58,15,5,87,14,57,405,18,58,103,87,10,0
893,13,0.25,4.9,5,76,4,2,0.6,68,7,7,136,41,85,385,27,27,95,84,19,0
366,48,0.32,3.2,2,87,8,3,0.6,82,13,6,105,25,61,100,18,59,134,76,11,0
820,10,0.39,3.9,3,105,4,2,0.6,138,13,8,331,44,53,303,25,33,138,73,9,0
556,13,0.47,5.3,7,32,10,5,0.6,117,12,9,144,35,66,485,19,27,77,73,11,0
319,34,0.27,2.4,6,58,8,4,0.9,122,8,8,171,23,64,199,22,42,141,72,14,1
726,22,0.21,2.2,4,58,7,4,0.9,54,11,8,354,32,23,413,28,45,112,79,8,1
392,25,0.3,5.8,7,81,5,3,0.9,90,5,8,318,31,40,226,28,53,98,56,7,1
810,33,0.16,4.3,4,110,5,2,0.7,112,10,8,139,36,67,352,23,56,100,78,11,1
602,25,0.28,3.6,5,89,4,2,0.5,67,6,7,120,22,79,395,22,56,78,98,12,1
304,22,0.16,5.5,6,70,4,2,0.6,137,6,8,291,16,28,294,28,40,83,69,9,1
225,15,0.24,3.4,5,111,5,4,0.5,53,5,7,226,32,80,460,19,35,103,74,11,1
238,11,0.25,4.7,7,105,7,3,0.7,104,15,5,351,30,70,242,31,36,109,41,20,1
973,36,0.16,3.4,3,65,9,2,0.6,63,8,8,344,50,23,285,33,31,144,80,20,1
175,11,0.47,3.4,5,92,10,5,0.7,125,10,5,329,49,32,306,24,30,64,40,12,1
562,10,0.33,2.6,6,107,7,2,0.6,148,8,5,361,22,55,432,32,49,97,69,9,1
276,31,0.2,4.3,2,40,5,4,0.7,73,10,9,390,11,68,257,24,53,77,89,7,1
830,22,0.35,3.8,6,32,9,5,0.5,135,13,6,352,29,38,495,16,59,104,61,15,1
555,14,0.21,2.7,3,104,5,5,1,149,8,5,199,14,28,136,35,59,73,56,15,1
189,24,0.32,4.7,2,109,10,5,0.5,142,14,6,195,43,58,165,35,44,62,54,20,1
929,16,0.1,2.8,6,109,7,4,0.7,75,14,8,329,34,57,142,19,31,108,96,7,1
798,20,0.49,4,3,104,5,5,0.9,146,10,7,196,15,66,182,21,48,72,41,20,1
965,20,0.48,3.1,3,110,5,2,0.7,137,7,5,173,11,68,225,23,56,63,43,9,1
427,12,0.41,6,7,57,5,3,0.9,89,10,10,95,40,95,361,15,33,143,96,14,1
783,36,0.21,2.1,6,91,10,4,0.8,126,13,5,172,34,72,401,22,55,96,71,12,1
455,42,0.26,2.8,4,97,7,2,0.5,76,5,10,263,39,95,403,22,38,75,78,11,1
826,16,0.38,2,2,66,5,2,0.7,114,5,10,187,21,28,328,22,41,149,60,20,1
166,30,0.19,4,7,99,10,3,0.6,81,5,8,249,42,62,107,19,43,76,68,6,1
663,30,0.12,5.8,3,81,7,3,0.8,148,14,10,198,13,100,413,23,40,105,49,17,1
655,45,0.27,3.5,7,70,8,2,0.9,150,11,6,394,49,93,378,20,33,65,44,6,1
397,50,0.49,5.4,3,50,10,2,0.6,91,8,9,292,31,30,467,30,44,127,46,15,1
407,22,0.26,5,3,57,6,4,0.6,129,6,6,241,13,56,363,25,40,100,96,10,1
971,49,0.16,2,6,35,4,3,0.7,89,13,7,224,27,20,334,23,42,111,65,8,1
261,23,0.5,3.7,7,98,6,3,0.6,125,5,9,83,45,58,104,27,48,63,52,20,1
828,44,0.31,4.9,2,30,10,4,1,124,5,7,168,24,95,199,17,25,88,42,5,1
826,35,0.34,4.9,5,66,5,3,0.8,82,14,9,319,38,43,250,35,26,130,85,5,1
817,37,0.13,2.7,3,70,5,4,1,91,13,10,352,14,91,485,19,26,140,89,12,1
753,17,0.11,5.5,4,57,9,5,0.7,129,15,7,290,14,71,250,26,48,86,99,17,1
278,24,0.43,4.6,3,54,7,5,0.7,93,11,5,248,19,79,368,30,50,129,87,7,1
912,23,0.14,5.5,7,63,4,4,0.9,41,8,6,293,47,92,449,34,59,97,45,8,1
470,16,0.13,2.3,6,57,6,4,0.7,63,8,5,101,12,62,206,26,29,118,68,11,1
620,32,0.5,4.1,4,33,8,4,0.9,125,6,6,332,34,25,342,21,37,102,52,16,1
329,30,0.15,5.7,7,63,4,4,0.5,43,11,10,221,25,27,133,35,58,138,87,12,1
224,21,0.46,5.1,2,108,6,2,0.7,103,11,6,117,17,68,161,22,26,98,51,6,1
305,10,0.5,3.9,6,99,7,4,0.8,94,10,9,294,27,40,493,25,57,85,58,15,1
911,35,0.2,4.5,4,52,5,4,0.7,122,14,6,354,39,65,415,18,25,68,49,19,1
242,30,0.36,5.4,4,33,6,4,0.9,58,8,8,346,46,55,298,30,53,64,88,14,1
342,10,0.49,5.5,4,89,5,4,0.5,75,12,10,123,14,64,414,15,59,64,41,5,1
909,34,0.36,5.6,4,34,6,2,0.6,142,8,8,118,29,37,269,32,34,84,40,18,1
